"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Ratings.Source","Ratings.Value","Metascore","imdbRating","imdbVotes","imdbID","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","tomatoURL","DVD","BoxOffice","Production","Website","Response"
"29","Robin Hood","2010","PG-13","14 May 2010","140 min","Action, Adventure, Drama","Ridley Scott","Brian Helgeland (screenplay), Brian Helgeland (story), Ethan Reiff (story), Cyrus Voris (story)","Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt","In 12th century England, Robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.","English, French, Ukrainian","USA, UK","1 win & 14 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NzcwMzEwOF5BMl5BanBnXkFtZTcwNjg5MTgwMw@@._V1_SX300.jpg","Internet Movie Database","6.7/10","53","6.7","221,762","tt0955308","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/robin_hood_2010/","21 Sep 2010","$105,219,735","Universal","http://www.robinhoodthemovie.com/","True"
"30","Battleship","2012","PG-13","18 May 2012","131 min","Action, Adventure, Sci-Fi","Peter Berg","Jon Hoeber, Erich Hoeber","Taylor Kitsch, Alexander Skarsgård, Rihanna, Brooklyn Decker","A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.","English, Japanese","USA","4 wins & 15 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5NTM5MDA2N15BMl5BanBnXkFtZTcwNjkwMzQxNw@@._V1_SX300.jpg","Internet Movie Database","5.8/10","41","5.8","210,806","tt1440129","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/battleship/","28 Aug 2012","$65,173,160","Universal","http://www.battleshipmovie.com/","True"
"31","The Golden Compass","2007","PG-13","07 Dec 2007","113 min","Adventure, Family, Fantasy","Chris Weitz","Chris Weitz (screenplay), Philip Pullman (novel)","Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker","In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.","English, Icelandic, Russian, French","UK, USA","Won 1 Oscar. Another 6 wins & 32 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NDkxMjQxMV5BMl5BanBnXkFtZTYwNTMxMDM4._V1_SX300.jpg","Internet Movie Database","6.1/10","51","6.1","155,661","tt0385752","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/his_dark_materials_the_golden_compass/","29 Apr 2008","$70,100,000","New Line Cinema","http://www.goldencompassmovie.com/","True"
"32","King Kong","2005","PG-13","14 Dec 2005","187 min","Action, Adventure, Drama","Peter Jackson","Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Merian C. Cooper (based on a story by), Edgar Wallace (based on a story by)","Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann","A movie crew, travelling to a mysterious island to shoot their picture, encounter a furious gorilla, taking their leading actress and forming a special relationship with her, protecting her at all costs.","English","New Zealand, USA, Germany","Won 3 Oscars. Another 43 wins & 100 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","Internet Movie Database","7.2/10","81","7.2","336,252","tt0360717","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/king_kong/","28 Mar 2006","$218,100,000","Universal Pictures","http://www.kingkongmovie.com/","True"
"33","Titanic","1997","PG-13","19 Dec 1997","194 min","Drama, Romance","James Cameron","James Cameron","Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates","A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.","English, Swedish","USA","Won 11 Oscars. Another 110 wins & 74 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg","Internet Movie Database","7.7/10","74","7.7","847,267","tt0120338","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/titanic/","10 Sep 2012","N/A","Paramount Pictures","http://www.titanicmovie.com/","True"
"34","Toy Story 3","2010","G","18 Jun 2010","103 min","Animation, Adventure, Comedy","Lee Unkrich","John Lasseter (story by), Andrew Stanton (story by), Lee Unkrich (story by), Michael Arndt (screenplay)","Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","English, Spanish","USA","Won 2 Oscars. Another 59 wins & 91 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_SX300.jpg","Internet Movie Database","8.3/10","92","8.3","589,975","tt0435761","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/toy_story_3/","02 Nov 2010","$414,984,497","Walt Disney Pictures","http://www.disney.com/ToyStory","True"
"35","Iron Man 3","2013","PG-13","03 May 2013","130 min","Action, Adventure, Sci-Fi","Shane Black","Drew Pearce (screenplay), Shane Black (screenplay), Stan Lee (based on the Marvel comic book by), Don Heck (based on the Marvel comic book by), Larry Lieber (based on the Marvel comic book by), Jack Kirby (based on the Marvel comic book by), Warren Ellis (based on the ""Extremis"" mini-series written by), Adi Granov (based on the ""Extremis"" mini-series illustrated by)","Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.","English","China, USA","Nominated for 1 Oscar. Another 17 wins & 61 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjEzMjY1M15BMl5BanBnXkFtZTcwNTMxOTYyOQ@@._V1_SX300.jpg","Internet Movie Database","7.2/10","62","7.2","594,224","tt1300854","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/iron_man_3/","24 Sep 2013","$408,992,272","Walt Disney Pictures","http://IronManMovie3.com","True"
"36","Spider-Man 2","2004","PG-13","30 Jun 2004","127 min","Action, Adventure","Sam Raimi","Stan Lee (comic book), Steve Ditko (comic book), Alfred Gough (screen story), Miles Millar (screen story), Michael Chabon (screen story), Alvin Sargent (screenplay)","Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina","Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.","English, Russian, Chinese","USA","Won 1 Oscar. Another 23 wins & 59 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMzY2ODk4NmUtOTVmNi00ZTdkLTlmOWYtMmE2OWVhNTU2OTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","Internet Movie Database","7.3/10","83","7.3","441,321","tt0316654","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/spiderman_2/","30 Nov 2004","$373,377,893","Sony Pictures","http://spiderman.sonypictures.com/","True"
"37","Alice in Wonderland","2010","PG","05 Mar 2010","108 min","Adventure, Family, Fantasy","Tim Burton","Linda Woolverton (screenplay), Lewis Carroll (books)","Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway","Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.","English","USA","Won 2 Oscars. Another 32 wins & 63 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_SX300.jpg","Internet Movie Database","6.5/10","53","6.5","326,704","tt1014759","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/1221547-alice_in_wonderland/","01 Jun 2010","$319,323,000","Walt Disney Pictures","http://disney.go.com/disneypictures/aliceinwonderland/","True"
"38","Skyfall","2012","PG-13","09 Nov 2012","143 min","Action, Adventure, Thriller","Sam Mendes","Neal Purvis, Robert Wade, John Logan","Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes","Bond's loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.","English","UK, USA","Won 2 Oscars. Another 65 wins & 119 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNDVhZmJiYWMtNmIzMC00ZWNiLTkzZDYtNGNlZmViMGM4OGExXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg","Internet Movie Database","7.8/10","81","7.8","549,749","tt1074638","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/skyfall/","11 Mar 2013","$299,300,000","MGM","http://www.007.com","True"
"39","Monsters University","2013","G","21 Jun 2013","104 min","Animation, Adventure, Comedy","Dan Scanlon","Dan Scanlon (story by), Daniel Gerson (story by), Robert L. Baird (story by), Daniel Gerson (screenplay), Robert L. Baird (screenplay), Dan Scanlon (screenplay)","Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren","A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.","English","USA","Nominated for 1 BAFTA Film Award. Another 9 wins & 56 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_SX300.jpg","Internet Movie Database","7.3/10","65","7.3","252,925","tt1453405","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/monsters_university/","29 Oct 2013","$260,300,000","Walt Disney Pictures","http://www.disney.com/MonstersUniversity","True"
"40","Oz the Great and Powerful","2013","PG","08 Mar 2013","130 min","Adventure, Family, Fantasy","Sam Raimi","Mitchell Kapner (screenplay), David Lindsay-Abaire (screenplay), Mitchell Kapner (screen story), L. Frank Baum (""Oz"" works)","James Franco, Mila Kunis, Rachel Weisz, Michelle Williams","A frustrated circus magician from Kansas is transported to a magical land called Oz, where he will have to fulfill a prophecy to become the king, and release the land from the Wicked Witches using his great (but fake) powers.","English","USA","5 wins & 31 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_SX300.jpg","Internet Movie Database","6.3/10","44","6.3","182,005","tt1623205","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/oz_the_great_and_powerful/","11 Jun 2013","$234,903,076","Walt Disney Pictures","http://disney.go.com/thewizard/","True"
"41","X-Men: Days of Future Past","2014","PG-13","23 May 2014","132 min","Action, Adventure, Sci-Fi","Bryan Singer","Simon Kinberg (screenplay), Jane Goldman (story by), Simon Kinberg (story by), Matthew Vaughn (story by)","Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence","The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.","English, Vietnamese, French","USA, UK, Canada","Nominated for 1 Oscar. Another 15 wins & 46 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BZGIzNWYzN2YtMjcwYS00YjQ3LWI2NjMtOTNiYTUyYjE2MGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","Internet Movie Database","8.0/10","74","8.0","557,975","tt1877832","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/x_men_days_of_future_past/","14 Oct 2014","$199,305,306","20th Century Fox","http://www.x-menmovies.com/","True"
"42","The Amazing Spider-Man 2","2014","PG-13","02 May 2014","142 min","Action, Adventure, Sci-Fi","Marc Webb","Alex Kurtzman (screenplay), Roberto Orci (screenplay), Jeff Pinkner (screenplay), Alex Kurtzman (screen story), Roberto Orci (screen story), Jeff Pinkner (screen story), James Vanderbilt (screen story), Stan Lee (Marvel comic book), Steve Ditko (Marvel comic book)","Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan","When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.","English","USA","3 wins & 29 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_SX300.jpg","Internet Movie Database","6.7/10","53","6.7","344,178","tt1872181","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/the_amazing_spider_man_2/","19 Aug 2014","$183,277,573","Sony Pictures","http://www.theamazingspiderman.com/site/","True"
"43","Cars 2","2011","G","24 Jun 2011","106 min","Animation, Adventure, Comedy","John Lasseter, Brad Lewis","John Lasseter (original story by), Brad Lewis (original story by), Dan Fogelman (original story by), Ben Queen (screenplay)","Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer","Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.","English, Japanese, Italian, French","USA","Nominated for 1 Golden Globe. Another 1 win & 18 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_SX300.jpg","Internet Movie Database","6.2/10","57","6.2","111,475","tt1216475","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/cars_2/","01 Nov 2011","$191,450,875","Walt Disney Pictures/PIXAR","http://disney.go.com/cars/","True"
"44","TRON: Legacy","2010","PG","17 Dec 2010","125 min","Action, Adventure, Sci-Fi","Joseph Kosinski","Edward Kitsis (screenplay), Adam Horowitz (screenplay), Edward Kitsis (story), Adam Horowitz (story), Brian Klugman (story), Lee Sternthal (story), Steven Lisberger (characters), Bonnie MacBird (characters)","Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner","The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.","English","USA","Nominated for 1 Oscar. Another 10 wins & 49 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_SX300.jpg","Internet Movie Database","6.8/10","49","6.8","274,675","tt1104001","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/10011582-TRON_legacy/","05 Apr 2011","$172,051,787","Walt Disney Pictures","http://Disney.com/TRON","True"
"45","2012","2009","PG-13","13 Nov 2009","158 min","Action, Adventure, Sci-Fi","Roland Emmerich","Roland Emmerich, Harald Kloser","John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton","A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.","English, French, Tibetan, Mandarin, Russian, Hindi, Portuguese, Latin, Italian","USA","5 wins & 20 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_SX300.jpg","Internet Movie Database","5.8/10","49","5.8","298,869","tt1190080","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/2012/","02 Mar 2010","$166,112,167","Sony Pictures/Columbia","http://www.whowillsurvive2012.com/","True"
"46","Terminator Salvation","2009","PG-13","21 May 2009","115 min","Action, Adventure, Drama","McG","John Brancato, Michael Ferris","Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter","In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?","English, Italian","USA, Germany, UK, Italy","2 wins & 13 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@._V1_SX300.jpg","Internet Movie Database","6.6/10","49","6.6","298,070","tt0438488","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/terminator_4/","01 Dec 2009","$125,286,889","Warner Bros. Pictures","http://www.terminatorsalvation.com/","True"
"47","Green Lantern","2011","PG-13","17 Jun 2011","114 min","Action, Adventure, Sci-Fi","Martin Campbell","Greg Berlanti (screenplay), Michael Green (screenplay), Marc Guggenheim (screenplay), Michael Goldenberg (screenplay), Greg Berlanti (screen story), Michael Green (screen story), Marc Guggenheim (screen story)","Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong","Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.","English","USA","3 wins & 5 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMTg3OTM5Ml5BMl5BanBnXkFtZTcwNzczMjEyNQ@@._V1_SX300.jpg","Internet Movie Database","5.6/10","39","5.6","232,727","tt1133985","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/770677993/","14 Oct 2011","$116,600,000","Warner Bros. Pictures","http://greenlanternmovie.warnerbros.com/","True"
"48","Prince of Persia: The Sands of Time","2010","PG-13","28 May 2010","116 min","Action, Adventure, Fantasy","Mike Newell","Boaz Yakin (screenplay), Doug Miro (screenplay), Carlo Bernard (screenplay), Jordan Mechner (screen story), Jordan Mechner (video game series ""Prince of Persia"")","Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina","A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.","English","USA","1 win & 10 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNDg0NzcyMV5BMl5BanBnXkFtZTcwNjg4MjQyMw@@._V1_SX300.jpg","Internet Movie Database","6.6/10","50","6.6","234,781","tt0473075","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/prince_of_persia_sands_of_time/","14 Sep 2010","$90,755,643","Walt Disney Pictures","http://Disney.com/PrinceOfPersia","True"
"49","Transformers: Dark of the Moon","2011","PG-13","29 Jun 2011","154 min","Action, Adventure, Sci-Fi","Michael Bay","Ehren Kruger","Shia LaBeouf, Rosie Huntington-Whiteley, Josh Duhamel, John Turturro","The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.","English","USA","Nominated for 3 Oscars. Another 10 wins & 39 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTY0MTc1NV5BMl5BanBnXkFtZTcwMDQwNjA2NQ@@._V1_SX300.jpg","Internet Movie Database","6.3/10","42","6.3","339,695","tt1399103","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/transformers_dark_of_the_moon/","30 Sep 2011","$352,358,779","Paramount Studios","http://www.TransformersMovie.com/","True"
"50","Jack the Giant Slayer","2013","PG-13","01 Mar 2013","114 min","Adventure, Fantasy","Bryan Singer","Darren Lemke (screenplay), Christopher McQuarrie (screenplay), Dan Studney (screenplay), Darren Lemke (story), David Dobkin (story)","Nicholas Hoult, Eleanor Tomlinson, Ewan McGregor, Stanley Tucci","The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.","English","USA","1 win & 4 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NDMxMjI0OV5BMl5BanBnXkFtZTcwMjQyMDExOQ@@._V1_SX300.jpg","Internet Movie Database","6.3/10","51","6.3","112,414","tt1351685","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/jack_the_giant_slayer/","18 Jun 2013","$65,171,860","Warner Bros.","http://jackthegiantslayer.warnerbros.com/","True"
"51","Furious 7","2015","PG-13","03 Apr 2015","137 min","Action, Crime, Thriller","James Wan","Chris Morgan, Gary Scott Thompson (characters)","Vin Diesel, Paul Walker, Jason Statham, Michelle Rodriguez","Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.","English","USA, Japan","Nominated for 1 Golden Globe. Another 24 wins & 27 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxOTA2NDUzOV5BMl5BanBnXkFtZTgwNzY2MTMxMzE@._V1_SX300.jpg","Internet Movie Database","7.2/10","67","7.2","304,124","tt2820852","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/furious_7/","15 Sep 2015","$316,986,481","Universal Pictures","http://www.furious7.com/","True"
"52","Star Trek Into Darkness","2013","PG-13","16 May 2013","132 min","Action, Adventure, Sci-Fi","J.J. Abrams","Roberto Orci, Alex Kurtzman, Damon Lindelof, Gene Roddenberry (television series ""Star Trek"")","Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban","After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.","English, Klingon","USA","Nominated for 1 Oscar. Another 6 wins & 56 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX300.jpg","Internet Movie Database","7.8/10","72","7.8","419,560","tt1408101","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/star_trek_into_darkness/","10 Sep 2013","$228,756,232","Paramount","http://www.startrekmovie.com/","True"
"53","World War Z","2013","PG-13","21 Jun 2013","116 min","Action, Adventure, Horror","Marc Forster","Matthew Michael Carnahan (screenplay), Drew Goddard (screenplay), Damon Lindelof (screenplay), Matthew Michael Carnahan (screen story), J. Michael Straczynski (screen story), Max Brooks (based on the novel by)","Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale","Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.","English, Spanish, Hebrew, Arabic","USA","3 wins & 24 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NTgxMjIxOF5BMl5BanBnXkFtZTcwMDM0MDY1OQ@@._V1_SX300.jpg","Internet Movie Database","7.0/10","63","7.0","497,654","tt0816711","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/world-war-z/","17 Sep 2013","$202,351,611","Paramount Pictures","http://tinyurl.com/oo4f7jj","True"
"54","The Great Gatsby","2013","PG-13","10 May 2013","143 min","Drama, Romance","Baz Luhrmann","Baz Luhrmann (screenplay), Craig Pearce (screenplay), F. Scott Fitzgerald (based on the novel by)","Lisa Adam, Frank Aldridge, Amitabh Bachchan, Steve Bisley","A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.","English","Australia, USA","Won 2 Oscars. Another 47 wins & 83 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX300.jpg","Internet Movie Database","7.3/10","55","7.3","387,343","tt1343092","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/the_great_gatsby_2013/","27 Aug 2013","$144,812,796","Warner Bros. Pictures","http://thegreatgatsby.warnerbros.com/","True"
"55","A Christmas Carol","2009","PG","06 Nov 2009","96 min","Animation, Drama, Family","Robert Zemeckis","Robert Zemeckis (screenplay), Charles Dickens (novel)","Jim Carrey, Steve Valentine, Daryl Sabara, Sage Ryan","An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.","English","USA","3 wins & 4 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MTI5ODU4MV5BMl5BanBnXkFtZTcwNTYyNTU4Mg@@._V1_SX300.jpg","Internet Movie Database","6.8/10","55","6.8","79,480","tt1067106","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/10008502-christmas_carol/","16 Nov 2010","$137,816,456","Walt Disney Studios","http://Disney.com/ChristmasCarol","True"
"56","Pacific Rim","2013","PG-13","12 Jul 2013","131 min","Action, Adventure, Sci-Fi","Guillermo del Toro","Travis Beacham (screenplay), Guillermo del Toro (screenplay), Travis Beacham (story)","Charlie Hunnam, Diego Klattenhoff, Idris Elba, Rinko Kikuchi","As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.","English, Japanese, Cantonese, Mandarin","USA","Nominated for 1 BAFTA Film Award. Another 6 wins & 47 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_SX300.jpg","Internet Movie Database","7.0/10","64","7.0","401,967","tt1663662","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/pacific_rim_2013/","15 Oct 2013","$101,785,482","Warner Bros. Pictures","http://pacificrimmovie.com","True"
"57","The Good Dinosaur","2015","PG","25 Nov 2015","93 min","Animation, Adventure, Comedy","Peter Sohn","Bob Peterson (original concept & development by), Peter Sohn (story by), Erik Benson (story by), Meg LeFauve (story by), Kelsey Mann (story by), Bob Peterson (story by), Meg LeFauve (screenplay), Peter Hedges (additional screenplay material by), Adrian Molina (additional screenplay material by)","Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple","In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.","English","USA","Nominated for 1 Golden Globe. Another 5 wins & 38 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MTg2NjQ4MV5BMl5BanBnXkFtZTgwNzcxOTY5NjE@._V1_SX300.jpg","Internet Movie Database","6.8/10","66","6.8","78,154","tt1979388","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/the_good_dinosaur/","23 Feb 2016","$94,166,454","Disney/Pixar","http://movies.disney.com/the-good-dinosaur","True"
